Name,Text
Joke_152.wav,"""What kind of dog lives in a particle accelerator? A Fermilabrador Retriever."""
Joke_153.wav,"""Guy told me today he did not know what cloning is. I told him, ""that makes 2 of us."""""
Joke_154.wav,"""What did the scarf say to the hat? You go on ahead, I am going to hang around a bit longer."""
Joke_156.wav,"""The urge to sing the Lion King song is just a whim away."""
Joke_157.wav,"""Why is there always a gate around cemeteries? Because people are always dying to get in."""
Joke_158.wav,"""If at first you don't succeed, sky diving is not for you!"""
Joke_159.wav,"""“Hold on, I have something in my shoe”  “I’m pretty sure it’s a foot”"""
Joke_160.wav,"""Why are basketball players messy eaters? Because they are always dribbling."""
Joke_161.wav,"""What do you do when your bunny gets wet? You get your hare dryer."""
Joke_162.wav,"""I cut my finger chopping cheese, but I think that I may have grater problems."""
Joke_163.wav,"""How do you make holy water? You boil the hell out of it."""
Joke_164.wav,"""What do you call a pig that knows karate? A pork chop!"""
Joke_166.wav,"""I was wondering why the frisbee was getting bigger, then it hit me."""
Joke_167.wav,"""What is the best way to carve? Whittle by whittle."""
Joke_168.wav,"""What's the difference between a rooster and a crow? A rooster can crow but a crow cannot rooster."""
Joke_170.wav,"""Why do bears have hairy coats? Fur protection."""
Joke_171.wav,"""Where do you take someone who has been injured in a Peek-a-boo accident? To the I.C.U."""
Joke_173.wav,"""What do you call a bear with no teeth? A gummy bear!"""
Joke_175.wav,"""What do you call a cow with two legs? Lean beef."""
Joke_176.wav,"""An apple a day keeps the bullies away. If you throw it hard enough."""
Joke_179.wav,"""Americans can't switch from pounds to kilograms overnight. That would cause mass confusion."""
Joke_180.wav,"""Why should you never trust a pig with a secret? Because it's bound to squeal."""
Joke_182.wav,"""What are the strongest days of the week? Saturday and Sunday...the rest are weekdays."""
Joke_183.wav,"""Two peanuts were walking down the street. One was a salted."""
Joke_185.wav,"""Why did the feline fail the lie detector test? Because he be lion."""
Joke_187.wav,"""What did the left eye say to the right eye? Between us, something smells!"""
Joke_188.wav,"""Why do you never see elephants hiding in trees? Because they're so good at it."""
Joke_189.wav,"""Why was the picture sent to prison? It was framed."""
Joke_190.wav,"""I asked the surgeon if I could administer my own anesthetic, they said: go ahead, knock yourself out."""
Joke_191.wav,"""I couldn't figure out how the seat belt worked. Then it just clicked."""
Joke_192.wav,"""Two fish are in a tank, one turns to the other and says, ""how do you drive this thing?"""""
Joke_194.wav,"""A steak pun is a rare medium well done."""
Joke_196.wav,"""What did the father tomato say to the baby tomato whilst on a family walk? Ketchup."""
Joke_197.wav,"""Bad at golf? Join the club."""
Joke_198.wav,"""What did the traffic light say to the car as it passed? ""Don't look I'm changing!"""
Joke_199.wav,"""How do you fix a broken pizza? With tomato paste."""
Joke_200.wav,"""Why did the opera singer go sailing? They wanted to hit the high Cs."""
Joke_201.wav,"""A Sandwich walks into a bar, the bartender says “Sorry, we don’t serve food here”"""
Joke_202.wav,"""Did you hear about the guy whose whole left side was cut off? He's all right now."""
Joke_203.wav,"""I'll tell you what often gets over looked... garden fences."""
Joke_206.wav,"""What do you get if you cross a turkey with a ghost? A poultry-geist!"""
Joke_207.wav,"""Just watched a documentary about beavers… It was the best damn program I’ve ever seen."""
Joke_208.wav,"""What do you call an old snowman? Water."""
Joke_209.wav,"""Why did Dracula lie in the wrong coffin? He made a grave mistake."""
Joke_211.wav,"""My boss told me that he was going to fire the person with the worst posture. I have a hunch, it might be me."""
Joke_212.wav,"""What do bees do after they are married? They go on a honeymoon."""
Joke_213.wav,"""How much does a hipster weigh? An instagram."""
Joke_215.wav,"""A boy dug three holes in the yard. When his mother saw, she exclaimed: ""well, well, well"""""
Joke_216.wav,"""What musical instrument is found in the bathroom? A tuba toothpaste."""
Joke_217.wav,"""Why don’t seagulls fly over the bay? Because then they’d be bay-gulls!"""
Joke_218.wav,"""What creature is smarter than a talking parrot? A spelling bee."""
Joke_220.wav,"""What's the difference between a guitar and a fish? You can tune a guitar but you can't ""tuna"" fish!"""
Joke_222.wav,"""Writing with a broken pencil is pointless."""
Joke_225.wav,"""I’ve just been reading a book about anti-gravity, it’s impossible to put down!"""
Joke_226.wav,"""What do you call an Argentinian with a rubber toe? Roberto"""
Joke_227.wav,"""How do hens stay fit? They always egg-cercise!"""
Joke_229.wav,"""A doll was recently found dead in a rice paddy. It's the only known instance of a nick nack paddy wack."""
Joke_230.wav,"""How do the trees get on the internet? They log on."""
Joke_231.wav,"""What do you get when you cross a rabbit with a water hose? Hare spray."""
Joke_233.wav,"""What do you call a sheep with no legs? A cloud."""
Joke_234.wav,"""What do you call two barracuda fish?  A Pairacuda!"""
Joke_235.wav,"""Why does Superman get invited to dinners? Because he is a Supperhero."""
Joke_236.wav,"""The invention of the wheel was what got things rolling"""
Joke_237.wav,"""My boss told me to have a good day... so I went home."""
Joke_238.wav,"""The best time on a clock is 6:30--hands down."""
Joke_240.wav,"""What is the hardest part about sky diving? The ground."""
Joke_241.wav,"""How can you tell a vampire has a cold? They start coffin."""
Joke_243.wav,"""Why do birds fly south for the winter? Because it's too far to walk."""
Joke_245.wav,"""I once lost a banana at court but then I appealed. """
Joke_246.wav,"""What's the worst part about being a cross-eyed teacher? They can't control their pupils."""
Joke_248.wav,"""A termite walks into a bar and asks “Is the bar tender here?”"""
Joke_249.wav,"""What do you call a pig with three eyes? Piiig"""
Joke_250.wav,"""What do you give a sick lemon? Lemonaid."""
Joke_252.wav,"""Recent survey revealed 6 out of 7 dwarf's aren't happy."""
Joke_253.wav,"""What is the difference between ignorance and apathy? I don't know and I don't care."""
Joke_255.wav,"""Where do sheep go to get their hair cut? The baa-baa shop."""
Joke_257.wav,"""This is my step ladder. I never knew my real ladder."""
Joke_259.wav,"""Why is it so windy inside an arena? All those fans."""
Joke_262.wav,"""People are making apocalypse jokes like there’s no tomorrow."""
Joke_263.wav,"""Want to hear my pizza joke? Never mind, it's too cheesy."""
Joke_266.wav,"""I adopted my dog from a blacksmith. As soon as we got home he made a bolt for the door."""
Joke_267.wav,"""""What time is it?"" I don't know... it keeps changing."""
Joke_268.wav,"""I won an argument with a weather forecaster once. His logic was cloudy..."""
Joke_269.wav,"""I just broke my guitar. It's okay, I won't fret"""
Joke_271.wav,"""Don’t interrupt someone working intently on a puzzle. Chances are, you’ll hear some crosswords."""
Joke_275.wav,"""Which is the fastest growing city in the world? Dublin'"""
Joke_277.wav,"""What do you call corn that joins the army? Kernel."""
Joke_279.wav,"""I'm glad I know sign language, it's pretty handy."""
Joke_280.wav,"""I just read a book about Stockholm syndrome. It was pretty bad at first, but by the end I liked it."""
Joke_281.wav,"""I've started telling everyone about the benefits of eating dried grapes. It's all about raisin awareness."""
Joke_283.wav,"""Someone asked me, what's the ninth letter of the alphabet? It was a complete guess, but I was right."""
Joke_284.wav,"""What do you do when you see a space man? Park your car, man."""
Joke_287.wav,"""What kind of award did the dentist receive? A little plaque."""
Joke_288.wav,"""A horse walks into a bar. The bar tender says ""Hey."" The horse says ""Sure."""""
Joke_289.wav,"""What's a ninja's favorite type of shoes? Sneakers!"""
Joke_290.wav,"""I knew a guy who collected candy canes, they were all in mint condition"""
Joke_291.wav,"""What do you call a criminal going down the stairs? Condescending"""
Joke_292.wav,"""Why did the burglar hang his mugshot on the wall? To prove that he was framed!"""
Joke_293.wav,"""My wife is on a tropical fruit diet, the house is full of stuff. It is enough to make a mango crazy."""
Joke_294.wav,"""“Doctor, I’ve broken my arm in several places” Doctor “Well don’t go to those places.”"""
Joke_295.wav,"""Why do nurses carry around red crayons? Sometimes they need to draw blood."""
Joke_296.wav,"""It was raining cats and dogs the other day. I almost stepped in a poodle."""
Joke_298.wav,"""Why did the belt go to prison? He held up a pair of pants!"""
Joke_300.wav,"""Coffee has a tough time at my house, every morning it gets mugged."""
Joke_303.wav,"""What’s E.T. short for? He’s only got little legs."""
Joke_304.wav,"""I got fired from the transmission factor, turns out I didn't put on enough shifts..."""
Joke_305.wav,"""How do you make Lady Gaga cry? Poker face. """
Joke_306.wav,"""Conjunctivitis.com – now that’s a site for sore eyes."""
Joke_307.wav,"""Two peanuts were walking down the street. One was a salted"""
Joke_308.wav,"""How do you make a water bed more bouncy. You use Spring Water"""
Joke_312.wav,"""New atoms frequently lose electrons when they fail to keep an ion them."""
Joke_313.wav,"""Why does a chicken coop only have two doors? Because if it had four doors it would be a chicken sedan."""
Joke_314.wav,"""What did one snowman say to the other snow man? Do you smell carrot?"""
Joke_315.wav,"""Why is it a bad idea to iron your four-leaf clover? Cause you shouldn't press your luck."""
Joke_318.wav,"""What do you call a snake who builds houses? A boa constructor!"""
Joke_319.wav,"""Our wedding was so beautiful, even the cake was in tiers."""
Joke_320.wav,"""Did you hear about the runner who was criticized? He just took it in stride"""
Joke_321.wav,"""I think circles are pointless."""
Joke_324.wav,"""If I could name myself after any Egyptian god, I'd be Set."""
Joke_326.wav,"""Past, present, and future walked into a bar.... It was tense."""
Joke_327.wav,"""My boss told me to attach two pieces of wood together... I totally nailed it!"""
Joke_328.wav,"""Do you know where you can get chicken broth in bulk? The stock market."""
Joke_329.wav,"""Bought a new jacket suit the other day and it burst into flames. Well, it was a blazer"""
Joke_331.wav,"""What happens to a frog's car when it breaks down? It gets toad."""
Joke_332.wav,"""What biscuit does a short person like? Shortbread. """
Joke_333.wav,"""Breaking news! Energizer Bunny arrested – charged with battery."""
Joke_334.wav,"""Who is the coolest Doctor in the hospital? The hip Doctor!"""
Joke_335.wav,"""What do you call a pile of cats?  A Meowtain."""
Joke_336.wav,"""What do you get when you cross a chicken with a skunk? A fowl smell!"""
Joke_337.wav,"""I have the heart of a lion... and a lifetime ban from the San Diego Zoo."""
Joke_338.wav,"""Never Trust Someone With Graph Paper… They're always plotting something."""
Joke_340.wav,"""A Skeleton walked into a bar he said I need a beer and a mop"""
Joke_341.wav,"""What do you call a fish wearing a bowtie? Sofishticated."""
Joke_342.wav,"""Why do choirs keep buckets handy? So they can carry their tune"""
Joke_343.wav,"""To the person who stole my anti-depressant pills: I hope you're happy now."""
Joke_344.wav,"""Dad died because he couldn't remember his blood type. I will never forget his last words. Be positive."""
Joke_346.wav,"""What’s the advantage of living in Switzerland? Well, the flag is a big plus."""
Joke_348.wav,"""What kind of magic do cows believe in? MOODOO."""
Joke_349.wav,"""Why is Peter Pan always flying? Because he Neverlands."""
Joke_350.wav,"""How do you find Will Smith in the snow?  Look for fresh prints."""
Joke_351.wav,"""Why was the strawberry sad? Its parents were in a jam."""
Joke_353.wav,"""What do you get when you cross a bee and a sheep? A bah-humbug."""
Joke_354.wav,"""Archaeology really is a career in ruins."""
Joke_355.wav,"""What did the mountain climber name his son? Cliff."""
Joke_356.wav,"""This morning I was wondering where the sun was, but then it dawned on me."""
Joke_357.wav,"""I've got a joke about vegetables for you... but it's a bit corny."""
Joke_358.wav,"""Why didn’t the orange win the race? It ran out of juice."""
Joke_362.wav,"""What is the least spoken language in the world? Sign Language."""
Joke_363.wav,"""Two parrots are sitting on a perch. One turns to the other and asks, ""do you smell fish?"""""
Joke_364.wav,"""Did you hear about the kidnapping at school? It's ok, he woke up."""
Joke_365.wav,"""Why did the knife dress up in a suit? Because it wanted to look sharp"""
Joke_366.wav,"""How does a dyslexic poet write? Inverse."""
Joke_367.wav,"""“My Dog has no nose.” “How does he smell?” “Awful”"""
Joke_368.wav,"""Have you ever seen fruit preserves being made? It's jarring."""
Joke_369.wav,"""I was in an 80's band called the prevention. We were better than the cure."""
Joke_370.wav,"""What did the calculator say to the student? You can count on me."""
Joke_371.wav,"""What do you call a girl between two posts? Annette."""
Joke_373.wav,"""Why was it called the dark ages? Because of all the knights. """
Joke_376.wav,"""What did the beaver say to the tree? It's been nice gnawing you."""
Joke_377.wav,"""Why does Han Solo like gum? It's chewy!"""
Joke_378.wav,"""I tried to milk a cow today, but was unsuccessful. Udder failure."""
Joke_380.wav,"""Did you know that ghosts call their true love their ghoul-friend?"""
Joke_382.wav,"""Why are giraffes so slow to apologize? Because it takes them a long time to swallow their pride."""
Joke_384.wav,"""I used to hate facial hair, but then it grew on me."""
Joke_386.wav,"""I wanted to be a tailor but I didn't suit the job"""
Joke_387.wav,"""Hear about the new restaurant called Karma? There’s no menu: You get what you deserve."""
Joke_388.wav,"""Did you hear about the Mexican train killer? He had loco motives"""
Joke_389.wav,"""Why don’t skeletons ever go trick or treating? Because they have nobody to go with."""
Joke_391.wav,"""Sore throats are a pain in the neck!"""
Joke_392.wav,"""What did the doctor say to the gingerbread man who broke his leg? Try icing it."""
Joke_393.wav,"""What's black and white and read all over? The newspaper."""
Joke_394.wav,"""I used to be a banker, but I lost interest."""
Joke_395.wav,"""Knock Knock....Who's there?....Vladislav. Vladislav who...Vladislav. Baby don't hurt me, don't hurt me no more."""
